time, theta_0, theta_1, theta_2, theta_3, theta_4, theta_5, theta_6, theta_7, theta_8, theta_9, theta_10, theta_11, theta_12, theta_13, theta_14, theta_15, theta_16, theta_17, theta_18, theta_19, theta_20, theta_21, theta_22, theta_23, theta_24, theta_25, theta_26, theta_27, theta_28, theta_29, theta_30, theta_31, theta_32, theta_33, theta_34, theta_35, theta_36, theta_37, theta_38, theta_39, theta_40, theta_41, theta_42, theta_43, theta_44, theta_45, theta_46, theta_47, theta_48, theta_49, theta_50, theta_51, theta_52, theta_53, theta_54, theta_55, theta_56, theta_57, theta_58, theta_59, theta_60, theta_61, theta_62, theta_63, theta_64, theta_65, theta_66, theta_67, theta_68, theta_69, theta_70, theta_71, theta_72, theta_73, theta_74, theta_75, theta_76, theta_77, theta_78, theta_79, theta_80, theta_81, theta_82, theta_83, theta_84, theta_85, theta_86, theta_87, theta_88, theta_89, theta_90, theta_91, theta_92, theta_93, theta_94, theta_95, theta_96, theta_97, theta_98, theta_99, OrderPara_drawX, OrderPara_drawY

13.600000, 341.047474, 347.049017, 346.424572, 344.084006, 346.872666, 344.312386, 343.997678, 341.126042, 341.496443, 346.938251, 347.262921, 343.815271, 341.325350, 347.191469, 347.308456, 344.049606, 343.789303, 347.183603, 347.252767, 344.217949, 347.086530, 347.230052, 347.278008, 343.912644, 347.101107, 341.079034, 344.027292, 343.962092, 345.130409, 344.351332, 347.267000, 344.081845, 344.105994, 344.040991, 344.152314, 347.091215, 347.178279, 347.023203, 347.322294, 347.229508, 346.864592, 341.175782, 347.248184, 344.089831, 347.283838, 343.568176, 347.065835, 341.620038, 344.402217, 347.196262, 347.171780, 344.260459, 346.483905, 347.121066, 343.960386, 346.727234, 344.224876, 344.370550, 347.158614, 347.114622, 344.045258, 344.261995, 347.153068, 347.048118, 344.255401, 344.048758, 347.138652, 343.754315, 343.663797, 343.987856, 341.463009, 341.099122, 341.127085, 344.066744, 344.053925, 341.083621, 344.101637, 345.844691, 344.017846, 343.991183, 347.018265, 341.155565, 347.108268, 342.429502, 343.968395, 344.267969, 344.172119, 343.971545, 347.249487, 344.301048, 342.991165, 344.034228, 344.039042, 344.218556, 343.903937, 347.075460, 343.692979, 343.975337, 343.762560, 344.315107, -0.000667, 0.004512

13.610000, 341.298253, 347.300952, 346.677972, 344.335222, 347.125251, 344.562677, 344.249261, 341.376513, 341.745859, 347.190609, 347.513976, 344.067591, 341.575152, 347.442821, 347.559325, 344.300968, 344.041720, 347.434987, 347.503865, 344.468607, 347.338315, 347.481244, 347.529001, 344.164581, 347.352833, 341.329687, 344.278749, 344.213824, 345.379928, 344.601481, 347.518039, 344.333071, 344.357117, 344.292390, 344.403241, 347.342980, 347.429686, 347.275241, 347.573107, 347.480702, 347.117204, 341.426069, 347.499300, 344.341023, 347.534807, 343.821275, 347.317704, 341.869311, 344.652192, 347.447594, 347.423214, 344.510947, 346.737286, 347.372710, 344.212126, 346.980240, 344.475506, 344.620631, 347.410103, 347.366292, 344.296639, 344.512478, 347.404579, 347.300057, 344.505910, 344.300124, 347.390224, 344.006857, 343.916636, 344.239480, 341.712483, 341.349697, 341.377553, 344.318034, 344.305269, 341.334256, 344.352778, 346.096861, 344.269343, 344.242793, 347.270322, 341.405926, 347.359964, 342.680637, 344.220101, 344.518428, 344.422964, 344.223238, 347.500597, 344.551380, 343.244323, 344.285655, 344.290450, 344.469211, 344.155909, 347.327289, 343.945727, 344.227013, 344.015073, 344.565387, -0.001771, 0.004225

13.620000, 341.549033, 347.552886, 346.931374, 344.586439, 347.377833, 344.812970, 344.500842, 341.626987, 341.995276, 347.442964, 347.765032, 344.319908, 341.824957, 347.694172, 347.810195, 344.552330, 344.294134, 347.686372, 347.754963, 344.719267, 347.590098, 347.732436, 347.779995, 344.416515, 347.604557, 341.580343, 344.530205, 344.465554, 345.629442, 344.851633, 347.769078, 344.584296, 344.608240, 344.543789, 344.654170, 347.594745, 347.681092, 347.527276, 347.823921, 347.731896, 347.369812, 341.676359, 347.750417, 344.592214, 347.785778, 344.074371, 347.569570, 342.118585, 344.902170, 347.698926, 347.674647, 344.761438, 346.990667, 347.624353, 344.463864, 347.233244, 344.726138, 344.870716, 347.661591, 347.617961, 344.548019, 344.762963, 347.656090, 347.551995, 344.756421, 344.551489, 347.641794, 344.259396, 344.169471, 344.491103, 341.961960, 341.600274, 341.628023, 344.569323, 344.556613, 341.584894, 344.603920, 346.349035, 344.520839, 344.494402, 347.522376, 341.656289, 347.611659, 342.931771, 344.471806, 344.768890, 344.673811, 344.474929, 347.751709, 344.801716, 343.497486, 344.537083, 344.541857, 344.719868, 344.407879, 347.579117, 344.198472, 344.478689, 344.267583, 344.815670, -0.002774, 0.003672

13.630000, 341.799816, 347.804818, 347.184777, 344.837655, 347.630411, 345.063266, 344.752423, 341.877464, 342.244694, 347.695316, 348.016089, 344.572222, 342.074765, 347.945524, 348.061066, 344.803692, 344.546544, 347.937756, 348.006061, 344.969928, 347.841880, 347.983628, 348.030990, 344.668447, 347.856280, 341.831000, 344.781661, 344.717284, 345.878950, 345.101788, 348.020118, 344.835522, 344.859364, 344.795187, 344.905101, 347.846508, 347.932498, 347.779309, 348.074737, 347.983090, 347.622417, 341.926652, 348.001534, 344.843406, 348.036749, 344.327464, 347.821435, 342.367858, 345.152151, 347.950258, 347.926080, 345.011932, 347.244049, 347.875994, 344.715600, 347.486244, 344.976772, 345.120804, 347.913078, 347.869628, 344.799399, 345.013451, 347.907600, 347.803930, 345.006934, 344.802855, 347.893363, 344.511932, 344.422303, 344.742725, 342.211439, 341.850853, 341.878495, 344.820612, 344.807956, 341.835533, 344.855062, 346.601213, 344.772335, 344.746010, 347.774428, 341.906656, 347.863353, 343.182905, 344.723509, 345.019354, 344.924659, 344.726619, 348.002821, 345.052054, 343.750656, 344.788509, 344.793263, 344.970528, 344.659847, 347.830944, 344.451213, 344.730363, 344.520090, 345.065956, -0.003613, 0.002884

13.640000, 342.050600, 348.056747, 347.438181, 345.088872, 347.882986, 345.313565, 345.004002, 342.127943, 342.494115, 347.947664, 348.267147, 344.824533, 342.324576, 348.196875, 348.311939, 345.055053, 344.798951, 348.189140, 348.257161, 345.220592, 348.093660, 348.234820, 348.281987, 344.920378, 348.108001, 342.081660, 345.033117, 344.969011, 346.128452, 345.351945, 348.271159, 345.086748, 345.110488, 345.046585, 345.156032, 348.098269, 348.183904, 348.031339, 348.325555, 348.234285, 347.875019, 342.176948, 348.252652, 345.094598, 348.287721, 344.580554, 348.073298, 342.617130, 345.402135, 348.201590, 348.177512, 345.262428, 347.497431, 348.127634, 344.967335, 347.739242, 345.227408, 345.370895, 348.164564, 348.121295, 345.050779, 345.263941, 348.159109, 348.055863, 345.257449, 345.054220, 348.144932, 344.764464, 344.675131, 344.994346, 342.460919, 342.101435, 342.128970, 345.071902, 345.059299, 342.086175, 345.106204, 346.853395, 345.023830, 344.997616, 348.026478, 342.157025, 348.115045, 343.434038, 344.975210, 345.269821, 345.175509, 344.978308, 348.253934, 345.302395, 344.003831, 345.039936, 345.044669, 345.221189, 344.911812, 348.082768, 344.703951, 344.982036, 344.772593, 345.316245, -0.004233, 0.001908

13.650000, 342.301386, 348.308675, 347.691587, 345.340089, 348.135558, 345.563867, 345.255581, 342.378424, 342.743537, 348.200010, 348.518206, 345.076841, 342.574391, 348.448227, 348.562814, 345.306415, 345.051355, 348.440523, 348.508261, 345.471258, 348.345438, 348.486013, 348.532984, 345.172306, 348.359721, 342.332322, 345.284572, 345.220738, 346.377948, 345.602106, 348.522201, 345.337973, 345.361613, 345.297982, 345.406964, 348.350029, 348.435310, 348.283368, 348.576374, 348.485480, 348.127617, 342.427247, 348.503771, 345.345791, 348.538695, 344.833641, 348.325159, 342.866403, 345.652122, 348.452921, 348.428945, 345.512926, 347.750813, 348.379274, 345.219068, 347.992237, 345.478046, 345.620988, 348.416051, 348.372960, 345.302158, 345.514433, 348.410618, 348.307794, 345.507967, 345.305584, 348.396499, 345.016993, 344.927956, 345.245965, 342.710402, 342.352019, 342.379448, 345.323191, 345.310643, 342.336818, 345.357348, 347.105581, 345.275325, 345.249222, 348.278525, 342.407397, 348.366736, 343.685170, 345.226911, 345.520291, 345.426360, 345.229995, 348.505047, 345.552739, 344.257011, 345.291361, 345.296074, 345.471852, 345.163775, 348.334591, 344.956685, 345.233707, 345.025093, 345.566537, -0.004594, 0.000804

13.660000, 342.552173, 348.560600, 347.944994, 345.591306, 348.388127, 345.814171, 345.507159, 342.628908, 342.992961, 348.452353, 348.769265, 345.329146, 342.824208, 348.699578, 348.813689, 345.557775, 345.303756, 348.691907, 348.759361, 345.721925, 348.597215, 348.737207, 348.783982, 345.424232, 348.611440, 342.582985, 345.536026, 345.472462, 346.627439, 345.852270, 348.773244, 345.589200, 345.612738, 345.549379, 345.657898, 348.601787, 348.686715, 348.535394, 348.827194, 348.736676, 348.380212, 342.677548, 348.754890, 345.596984, 348.789670, 345.086725, 348.577019, 343.115675, 345.902113, 348.704253, 348.680376, 345.763427, 348.004195, 348.630912, 345.470800, 348.245229, 345.728686, 345.871085, 348.667536, 348.624624, 345.553538, 345.764928, 348.662126, 348.559723, 345.758488, 345.556949, 348.648066, 345.269518, 345.180778, 345.497583, 342.959887, 342.602605, 342.629928, 345.574480, 345.561985, 342.587464, 345.608491, 347.357771, 345.526818, 345.500827, 348.530570, 342.657772, 348.618426, 343.936301, 345.478609, 345.770762, 345.677212, 345.481681, 348.756161, 345.803086, 344.510198, 345.542787, 345.547480, 345.722517, 345.415736, 348.586412, 345.209415, 345.485377, 345.277589, 345.816831, -0.004671, -0.000360

13.670000, 342.802962, 348.812524, 348.198402, 345.842523, 348.640693, 346.064478, 345.758735, 342.879395, 343.242387, 348.704693, 349.020325, 345.581448, 343.074029, 348.950929, 349.064567, 345.809136, 345.556153, 348.943290, 349.010463, 345.972595, 348.848991, 348.988400, 349.034981, 345.676156, 348.863157, 342.833651, 345.787479, 345.724186, 346.876924, 346.102437, 349.024288, 345.840426, 345.863864, 345.800776, 345.908833, 348.853544, 348.938119, 348.787418, 349.078016, 348.987872, 348.632804, 342.927853, 349.006010, 345.848177, 349.040646, 345.339806, 348.828876, 343.364948, 346.152106, 348.955584, 348.931807, 346.013930, 348.257578, 348.882548, 345.722530, 348.498217, 345.979328, 346.121186, 348.919021, 348.876287, 345.804916, 346.015425, 348.913634, 348.811650, 346.009010, 345.808313, 348.899632, 345.522040, 345.433596, 345.749201, 343.209375, 342.853193, 342.880411, 345.825770, 345.813328, 342.838112, 345.859635, 347.609965, 345.778311, 345.752430, 348.782613, 342.908149, 348.870114, 344.187432, 345.730307, 346.021237, 345.928066, 345.733365, 349.007276, 346.053435, 344.763390, 345.794211, 345.798884, 345.973185, 345.667695, 348.838232, 345.462143, 345.737046, 345.530083, 346.067129, -0.004456, -0.001511

13.680000, 343.053753, 349.064446, 348.451811, 346.093741, 348.893255, 346.314789, 346.010311, 343.129884, 343.491814, 348.957030, 349.271386, 345.833747, 343.323853, 349.202280, 349.315445, 346.060497, 345.808548, 349.194672, 349.261565, 346.223267, 349.100765, 349.239594, 349.285982, 345.928078, 349.114873, 343.084319, 346.038932, 345.975907, 347.126403, 346.352608, 349.275332, 346.091652, 346.114991, 346.052172, 346.159769, 349.105299, 349.189524, 349.039439, 349.328840, 349.239068, 348.885393, 343.178160, 349.257131, 346.099370, 349.291622, 345.592885, 349.080732, 343.614221, 346.402103, 349.206915, 349.183238, 346.264435, 348.510961, 349.134184, 345.974259, 348.751203, 346.229972, 346.371289, 349.170505, 349.127949, 346.056295, 346.265925, 349.165140, 349.063575, 346.259535, 346.059677, 349.151197, 345.774559, 345.686411, 346.000817, 343.458864, 343.103784, 343.130896, 346.077059, 346.064671, 343.088762, 346.110780, 347.862162, 346.029803, 346.004032, 349.034653, 343.158529, 349.121801, 344.438562, 345.982003, 346.271713, 346.178922, 345.985048, 349.258391, 346.303787, 345.016588, 346.045635, 346.050288, 346.223854, 345.919652, 349.090049, 345.714866, 345.988714, 345.782573, 346.317429, -0.003960, -0.002579

13.690000, 343.304546, 349.316365, 348.705222, 346.344958, 349.145814, 346.565102, 346.261885, 343.380375, 343.741244, 349.209363, 349.522448, 346.086043, 343.573680, 349.453630, 349.566325, 346.311857, 346.060939, 349.446055, 349.512667, 346.473940, 349.352537, 349.490789, 349.536983, 346.179997, 349.366587, 343.334988, 346.290385, 346.227628, 347.375877, 346.602781, 349.526378, 346.342879, 346.366118, 346.303567, 346.410706, 349.357053, 349.440928, 349.291458, 349.579666, 349.490264, 349.137978, 343.428470, 349.508252, 346.350564, 349.542600, 345.845960, 349.332586, 343.863493, 346.652103, 349.458247, 349.434668, 346.514943, 348.764344, 349.385819, 346.225986, 349.004186, 346.480618, 346.621395, 349.421988, 349.379609, 346.307673, 346.516427, 349.416646, 349.315498, 346.510063, 346.311041, 349.402761, 346.027074, 345.939222, 346.252432, 343.708356, 343.354377, 343.381383, 346.328348, 346.316013, 343.339414, 346.361925, 348.114364, 346.281295, 346.255634, 349.286691, 343.408912, 349.373487, 344.689692, 346.233697, 346.522193, 346.429778, 346.236730, 349.509507, 346.554142, 345.269791, 346.297059, 346.301692, 346.474525, 346.171606, 349.341865, 345.967586, 346.240380, 346.035059, 346.567732, -0.003211, -0.003494

13.700000, 343.555340, 349.568283, 348.958633, 346.596176, 349.398369, 346.815417, 346.513459, 343.630869, 343.990675, 349.461694, 349.773511, 346.338336, 343.823510, 349.704981, 349.817207, 346.563216, 346.313327, 349.697437, 349.763771, 346.724616, 349.604308, 349.741983, 349.787985, 346.431915, 349.618300, 343.585660, 346.541837, 346.479347, 347.625345, 346.852957, 349.777424, 346.594106, 346.617245, 346.554963, 346.661644, 349.608805, 349.692331, 349.543475, 349.830493, 349.741461, 349.390560, 343.678783, 349.759374, 346.601758, 349.793580, 346.099032, 349.584438, 344.112766, 346.902107, 349.709578, 349.686098, 346.765454, 349.017727, 349.637452, 346.477712, 349.257166, 346.731267, 346.871505, 349.673471, 349.631269, 346.559051, 346.766931, 349.668151, 349.567419, 346.760592, 346.562404, 349.654324, 346.279586, 346.192029, 346.504045, 343.957850, 343.604972, 343.631873, 346.579637, 346.567355, 343.590069, 346.613070, 348.366570, 346.532785, 346.507234, 349.538727, 343.659298, 349.625172, 344.940820, 346.485390, 346.772674, 346.680637, 346.488410, 349.760623, 346.804499, 345.523001, 346.548482, 346.553096, 346.725198, 346.423558, 349.593680, 346.220303, 346.492045, 346.287542, 346.818038, -0.002256, -0.004198

13.710000, 343.806136, 349.820198, 349.212046, 346.847395, 349.650922, 347.065736, 346.765031, 343.881366, 344.240109, 349.714022, 350.024574, 346.590625, 344.073343, 349.956331, 350.068090, 346.814576, 346.565711, 349.948819, 350.014875, 346.975293, 349.856077, 349.993179, 350.038989, 346.683830, 349.870012, 343.836334, 346.793288, 346.731064, 347.874808, 347.103136, 350.028471, 346.845333, 346.868373, 346.806358, 346.912584, 349.860555, 349.943735, 349.795490, 350.081321, 349.992659, 349.643139, 343.929099, 350.010496, 346.852952, 350.044560, 346.352101, 349.836288, 344.362039, 347.152113, 349.960909, 349.937528, 347.015967, 349.271110, 349.889085, 346.729436, 349.510143, 346.981917, 347.121618, 349.924954, 349.882927, 346.810428, 347.017438, 349.919656, 349.819338, 347.011125, 346.813767, 349.905886, 346.532095, 346.444833, 346.755658, 344.207346, 343.855569, 343.882366, 346.830926, 346.818697, 343.840725, 346.864216, 348.618780, 346.784275, 346.758833, 349.790761, 343.909686, 349.876855, 345.191948, 346.737082, 347.023158, 346.931496, 346.740089, 350.011741, 347.054860, 345.776216, 346.799905, 346.804499, 346.975873, 346.675508, 349.845492, 346.473016, 346.743708, 346.540022, 347.068346, -0.001150, -0.004646

13.720000, 344.056933, 350.072112, 349.465459, 347.098613, 349.903471, 347.316058, 347.016603, 344.131865, 344.489544, 349.966347, 350.275639, 346.842912, 344.323180, 350.207681, 350.318974, 347.065935, 346.818093, 350.200200, 350.265979, 347.225972, 350.107844, 350.244374, 350.289993, 346.935744, 350.121722, 344.087010, 347.044738, 346.982780, 348.124265, 347.353319, 350.279519, 347.096560, 347.119502, 347.057752, 347.163524, 350.112305, 350.195138, 350.047502, 350.332151, 350.243856, 349.895714, 344.179418, 350.261619, 347.104147, 350.295541, 346.605167, 350.088136, 344.611312, 347.402123, 350.212239, 350.188957, 347.266482, 349.524492, 350.140716, 346.981159, 349.763117, 347.232569, 347.371734, 350.176435, 350.134584, 347.061805, 347.267947, 350.171160, 350.071255, 347.261659, 347.065130, 350.157447, 346.784600, 346.697634, 347.007269, 344.456845, 344.106169, 344.132861, 347.082215, 347.070038, 344.091383, 347.115362, 348.870993, 347.035765, 347.010431, 350.042792, 344.160077, 350.128537, 345.443076, 346.988773, 347.273645, 347.182357, 346.991767, 350.262858, 347.305223, 346.029436, 347.051327, 347.055901, 347.226550, 346.927456, 350.097303, 346.725726, 346.995371, 346.792498, 347.318658, 0.000036, -0.004806

13.730000, 344.307732, 350.324023, 349.718874, 347.349832, 350.156016, 347.566382, 347.268173, 344.382366, 344.738981, 350.218669, 350.526704, 347.095196, 344.573020, 350.459031, 350.569859, 347.317294, 347.070471, 350.451582, 350.517085, 347.476654, 350.359610, 350.495570, 350.540998, 347.187655, 350.373431, 344.337688, 347.296188, 347.234494, 348.373716, 347.603504, 350.530568, 347.347788, 347.370631, 347.309146, 347.414466, 350.364052, 350.446540, 350.299512, 350.582983, 350.495054, 350.148286, 344.429740, 350.512743, 347.355342, 350.546523, 346.858230, 350.339983, 344.860585, 347.652136, 350.463570, 350.440385, 347.516999, 349.777875, 350.392346, 347.232880, 350.016088, 347.483224, 347.621853, 350.427916, 350.386239, 347.313182, 347.518459, 350.422663, 350.323170, 347.512196, 347.316492, 350.409008, 347.037102, 346.950431, 347.258880, 344.706346, 344.356770, 344.383359, 347.333504, 347.321380, 344.342044, 347.366509, 349.123211, 347.287253, 347.262028, 350.294820, 344.410471, 350.380218, 345.694202, 347.240461, 347.524134, 347.433220, 347.243443, 350.513977, 347.555588, 346.282662, 347.302749, 347.307303, 347.477229, 347.179401, 350.349112, 346.978432, 347.247032, 347.044971, 347.568972, 0.001231, -0.004667

13.740000, 344.558533, 350.575933, 349.972290, 347.601050, 350.408559, 347.816709, 347.519743, 344.632870, 344.988421, 350.470987, 350.777770, 347.347476, 344.822863, 350.710381, 350.820747, 347.568653, 347.322846, 350.702963, 350.768191, 347.727337, 350.611375, 350.746766, 350.792005, 347.439564, 350.625138, 344.588368, 347.547638, 347.486207, 348.623162, 347.853692, 350.781618, 347.599015, 347.621761, 347.560540, 347.665409, 350.615798, 350.697943, 350.551520, 350.833816, 350.746253, 350.400855, 344.680065, 350.763867, 347.606537, 350.797507, 347.111290, 350.591828, 345.109858, 347.902152, 350.714901, 350.691813, 347.767519, 350.031258, 350.643975, 347.484599, 350.269055, 347.733880, 347.871975, 350.679397, 350.637894, 347.564558, 347.768973, 350.674165, 350.575083, 347.762735, 347.567854, 350.660568, 347.289600, 347.203225, 347.510489, 344.955850, 344.607375, 344.633859, 347.584793, 347.572721, 344.592706, 347.617656, 349.375433, 347.538741, 347.513623, 350.546847, 344.660867, 350.631897, 345.945328, 347.492149, 347.774626, 347.684083, 347.495118, 350.765096, 347.805957, 346.535894, 347.554171, 347.558705, 347.727910, 347.431345, 350.600920, 347.231134, 347.498691, 347.297441, 347.819290, 0.002358, -0.004234

13.750000, 344.809336, 350.827840, 350.225706, 347.852270, 350.661098, 348.067039, 347.771311, 344.883376, 345.237862, 350.723303, 351.028836, 347.599754, 345.072709, 350.961730, 351.071635, 347.820012, 347.575218, 350.954344, 351.019298, 347.978022, 350.863138, 350.997963, 351.043012, 347.691472, 350.876844, 344.839050, 347.799087, 347.737918, 348.872602, 348.103884, 351.032669, 347.850243, 347.872891, 347.811934, 347.916353, 350.867543, 350.949344, 350.803525, 351.084651, 350.997451, 350.653420, 344.930392, 351.014992, 347.857732, 351.048491, 347.364347, 350.843671, 345.359132, 348.152172, 350.966232, 350.943241, 348.018042, 350.284641, 350.895603, 347.736318, 350.522020, 347.984538, 348.122100, 350.930876, 350.889547, 347.815934, 348.019490, 350.925667, 350.826994, 348.013277, 347.819216, 350.912126, 347.542095, 347.456014, 347.762097, 345.205356, 344.857981, 344.884362, 347.836082, 347.824062, 344.843371, 347.868804, 349.627659, 347.790228, 347.765218, 350.798871, 344.911267, 350.883575, 346.196453, 347.743835, 348.025120, 347.934949, 347.746791, 351.016216, 348.056328, 346.789132, 347.805591, 347.810106, 347.978593, 347.683286, 350.852726, 347.483833, 347.750350, 347.549907, 348.069610, 0.003347, -0.003532

13.760000, 345.060140, 351.079746, 350.479123, 348.103489, 350.913633, 348.317372, 348.022879, 345.133885, 345.487306, 350.975616, 351.279904, 347.852028, 345.322559, 351.213080, 351.322525, 348.071370, 347.827586, 351.205724, 351.270405, 348.228710, 351.114899, 351.249160, 351.294021, 347.943377, 351.128549, 345.089734, 348.050535, 347.989628, 349.122037, 348.354079, 351.283720, 348.101471, 348.124022, 348.063327, 348.167298, 351.119286, 351.200746, 351.055528, 351.335487, 351.248651, 350.905982, 345.180722, 351.266118, 348.108928, 351.299477, 347.617400, 351.095512, 345.608406, 348.402195, 351.217562, 351.194668, 348.268566, 350.538023, 351.147230, 347.988034, 350.774981, 348.235199, 348.372229, 351.182356, 351.141199, 348.067310, 348.270009, 351.177168, 351.078903, 348.263820, 348.070578, 351.163684, 347.794586, 347.708801, 348.013704, 345.454864, 345.108589, 345.134867, 348.087371, 348.075402, 345.094037, 348.119952, 349.879890, 348.041715, 348.016812, 351.050892, 345.161669, 351.135252, 346.447578, 347.995520, 348.275616, 348.185815, 347.998464, 351.267336, 348.306702, 347.042374, 348.057012, 348.061507, 348.229278, 347.935225, 351.104530, 347.736528, 348.002007, 347.802370, 348.319933, 0.004135, -0.002603

13.770000, 345.310946, 351.331649, 350.732542, 348.354708, 351.166166, 348.567708, 348.274446, 345.384397, 345.736752, 351.227926, 351.530972, 348.104300, 345.572412, 351.464429, 351.573416, 348.322728, 348.079951, 351.457104, 351.521513, 348.479399, 351.366659, 351.500357, 351.545030, 348.195280, 351.380252, 345.340420, 348.301983, 348.241337, 349.371466, 348.604277, 351.534773, 348.352699, 348.375153, 348.314719, 348.418244, 351.371028, 351.452147, 351.307529, 351.586325, 351.499850, 351.158541, 345.431056, 351.517244, 348.360124, 351.550464, 347.870450, 351.347351, 345.857681, 348.652221, 351.468892, 351.446095, 348.519094, 350.791405, 351.398856, 348.239750, 351.027939, 348.485861, 348.622361, 351.433834, 351.392850, 348.318686, 348.520530, 351.428668, 351.330810, 348.514367, 348.321939, 351.415241, 348.047075, 347.961583, 348.265310, 345.704375, 345.359200, 345.385374, 348.338660, 348.326743, 345.344706, 348.371101, 350.132124, 348.293200, 348.268404, 351.302912, 345.412074, 351.386928, 346.698702, 348.247203, 348.526115, 348.436683, 348.250135, 351.518457, 348.557079, 347.295623, 348.308431, 348.312908, 348.479965, 348.187162, 351.356332, 347.989220, 348.253662, 348.054830, 348.570259, 0.004669, -0.001504

13.780000, 345.561753, 351.583551, 350.985960, 348.605928, 351.418694, 348.818046, 348.526011, 345.634911, 345.986199, 351.480232, 351.782041, 348.356568, 345.822268, 351.715778, 351.824309, 348.574085, 348.332313, 351.708484, 351.772622, 348.730090, 351.618417, 351.751555, 351.796040, 348.447180, 351.631954, 345.591108, 348.553430, 348.493044, 349.620890, 348.854477, 351.785826, 348.603928, 348.626284, 348.566111, 348.669192, 351.622768, 351.703548, 351.559528, 351.837165, 351.751050, 351.411096, 345.681392, 351.768370, 348.611320, 351.801451, 348.123497, 351.599189, 346.106956, 348.902251, 351.720223, 351.697521, 348.769623, 351.044787, 351.650480, 348.491463, 351.280894, 348.736526, 348.872496, 351.685312, 351.644499, 348.570061, 348.771054, 351.680168, 351.582715, 348.764915, 348.573300, 351.666797, 348.299559, 348.214363, 348.516915, 345.953888, 345.609813, 345.635884, 348.589949, 348.578083, 345.595377, 348.622250, 350.384362, 348.544685, 348.519996, 351.554929, 345.662481, 351.638602, 346.949824, 348.498885, 348.776617, 348.687553, 348.501804, 351.769579, 348.807459, 347.548877, 348.559851, 348.564308, 348.730654, 348.439096, 351.608133, 348.241908, 348.505317, 348.307286, 348.820588, 0.004916, -0.000301

13.790000, 345.812563, 351.835450, 351.239380, 348.857148, 351.671220, 349.068388, 348.777576, 345.885427, 346.235649, 351.732536, 352.033111, 348.608833, 346.072128, 351.967127, 352.075203, 348.825443, 348.584672, 351.959864, 352.023731, 348.980783, 351.870174, 352.002753, 352.047052, 348.699079, 351.883655, 345.841798, 348.804877, 348.744749, 349.870308, 349.104681, 352.036880, 348.855156, 348.877417, 348.817503, 348.920140, 351.874507, 351.954949, 351.811524, 352.088006, 352.002250, 351.663648, 345.931731, 352.019498, 348.862517, 352.052440, 348.376541, 351.851025, 346.356231, 349.152283, 351.971553, 351.948947, 349.020155, 351.298169, 351.902104, 348.743176, 351.533846, 348.987193, 349.122634, 351.936790, 351.896148, 348.821436, 349.021580, 351.931667, 351.834618, 349.015466, 348.824661, 351.918352, 348.552040, 348.467138, 348.768518, 346.203404, 345.860428, 345.886397, 348.841238, 348.829424, 345.846050, 348.873400, 350.636605, 348.796169, 348.771586, 351.806943, 345.912891, 351.890275, 347.200947, 348.750566, 349.027121, 348.938424, 348.753472, 352.020701, 349.057841, 347.802137, 348.811270, 348.815707, 348.981344, 348.691029, 351.859932, 348.494593, 348.756970, 348.559739, 349.070920, 0.004857, 0.000930

13.800000, 346.063373, 352.087348, 351.492800, 349.108368, 351.923742, 349.318732, 349.029139, 346.135946, 346.485102, 351.984837, 352.284182, 348.861096, 346.321991, 352.218476, 352.326098, 349.076800, 348.837028, 352.211244, 352.274842, 349.231478, 352.121929, 352.253951, 352.298064, 348.950976, 352.135354, 346.092490, 349.056323, 348.996453, 350.119721, 349.354889, 352.287935, 349.106385, 349.128549, 349.068895, 349.171090, 352.126244, 352.206349, 352.063518, 352.338848, 352.253451, 351.916196, 346.182073, 352.270626, 349.113714, 352.303430, 348.629581, 352.102859, 346.605507, 349.402320, 352.222883, 352.200373, 349.270690, 351.551550, 352.153726, 348.994886, 351.786795, 349.237861, 349.372775, 352.188266, 352.147795, 349.072810, 349.272109, 352.183165, 352.086519, 349.266020, 349.076022, 352.169906, 348.804518, 348.719910, 349.020121, 346.452923, 346.111046, 346.136912, 349.092527, 349.080763, 346.096725, 349.124550, 350.888852, 349.047653, 349.023175, 352.058956, 346.163304, 352.141947, 347.452068, 349.002245, 349.277627, 349.189296, 349.005139, 352.271824, 349.308227, 348.055402, 349.062688, 349.067107, 349.232037, 348.942959, 352.111730, 348.747273, 349.008622, 348.812188, 349.321254, 0.004492, 0.002113

